car_id,brand,year,engine_size,fuel_type,transmission,total_km_travled,condition,price,model,price_category
1255,Audi,2000,4.4,Diesel,Manual,144535,Like_New,77050.35,A3,Luxury
1256,Mercedes,2020,3.4,Hybrid,Manual,156546,Like_New,24532.47,GLC,Affordable
1257,BMW,2008,5.0,Petrol,Manual,125534,Like_New,56703.88,X5,Expensive
1258,BMW,2008,5.8,Diesel,Manual,256872,Used,81406.7,5 Series,Luxury
1259,Honda,2003,1.1,Hybrid,Manual,72828,New,56015.86,Civic,Expensive
1260,Mercedes,2002,5.9,Hybrid,Automatic,123649,Like_New,91256.46,GLA,Luxury
1261,Audi,2016,1.4,Petrol,Manual,55152,New,10557.62,Q5,Affordable
1262,Ford,2001,5.1,Electric,Manual,220073,Used,60889.82,Fiesta,Expensive
1263,Toyota,2023,2.4,Hybrid,Manual,223393,Used,58366.77,Camry,Expensive
1264,Honda,2000,1.7,Hybrid,Manual,86569,New,67733.57,CR-V,Expensive
1265,BMW,2007,3.2,Hybrid,Manual,156844,Like_New,84173.65,3 Series,Luxury
1266,Ford,2012,4.2,Electric,Automatic,159562,Like_New,73956.04,Focus,Expensive
1267,Ford,2022,2.9,Electric,Manual,122537,Like_New,80076.86,Mustang,Luxury
1268,Toyota,2014,1.3,Petrol,Automatic,53806,New,32437.59,Prius,Mid-range
1269,Mercedes,2007,4.0,Diesel,Manual,75992,New,41812.25,GLC,Mid-range
1270,BMW,2011,5.5,Electric,Automatic,284464,Used,64543.81,X3,Expensive
1271,Audi,2021,2.9,Diesel,Automatic,258852,Used,57578.84,A4,Expensive
1272,Ford,2011,2.1,Diesel,Manual,173217,Like_New,96304.87,Fiesta,Luxury
1273,Toyota,2013,3.2,Electric,Manual,194760,Like_New,22749.28,Prius,Affordable
1274,Audi,2014,1.2,Hybrid,Manual,20754,New,38371.45,A4,Mid-range
1275,Mercedes,2014,5.1,Petrol,Manual,69837,New,59411.75,GLC,Expensive
1276,BMW,2008,5.1,Diesel,Manual,138279,Like_New,87456.56,X3,Luxury
1277,Mercedes,2018,3.9,Hybrid,Automatic,218811,Used,93288.11,C-Class,Luxury
1278,Ford,2019,2.8,Electric,Manual,114780,Like_New,36923.45,Mustang,Mid-range
1279,Audi,2021,5.0,Diesel,Manual,87081,New,11375.3,A4,Affordable
1280,Audi,2007,3.8,Diesel,Automatic,286160,Used,45053.87,A3,Mid-range
1281,Audi,2020,5.1,Diesel,Manual,112099,Like_New,42462.69,Q5,Mid-range
1282,Ford,2018,4.2,Hybrid,Automatic,151174,Like_New,98716.27,Explorer,Luxury
1283,Ford,2005,4.9,Hybrid,Manual,264068,Used,45950.82,Mustang,Mid-range
1284,Mercedes,2019,4.0,Hybrid,Automatic,85015,New,34043.68,GLC,Mid-range
1285,Honda,2018,3.1,Diesel,Manual,104987,Like_New,39710.85,Accord,Mid-range
1286,Mercedes,2003,5.8,Diesel,Automatic,54333,New,42708.0,GLC,Mid-range
1287,BMW,2022,3.7,Petrol,Automatic,215530,Used,83046.34,5 Series,Luxury
1288,Toyota,2006,4.0,Petrol,Manual,177171,Like_New,12696.41,Prius,Affordable
1289,Audi,2003,2.1,Hybrid,Manual,188418,Like_New,35068.17,Q7,Mid-range
1290,Honda,2021,4.1,Hybrid,Manual,126372,Like_New,96800.26,Civic,Luxury
1291,Toyota,2011,3.9,Electric,Automatic,206553,Used,19544.74,Prius,Affordable
1292,Honda,2012,1.9,Hybrid,Automatic,69767,New,75547.13,Accord,Expensive
1293,Tesla,2002,1.3,Electric,Automatic,104332,Like_New,38857.38,Model X,Mid-range
1294,Mercedes,2021,4.0,Petrol,Manual,143279,Like_New,60269.62,GLA,Expensive
1295,Ford,2011,4.8,Petrol,Manual,6336,New,14457.06,Explorer,Affordable
1296,Audi,2001,3.6,Diesel,Automatic,206238,Used,34109.11,A4,Mid-range
1297,Mercedes,2023,2.1,Diesel,Manual,279400,Used,52582.17,GLA,Mid-range
1298,Toyota,2001,4.3,Hybrid,Automatic,230517,Used,27011.56,Prius,Affordable
1299,Tesla,2022,1.4,Electric,Manual,180889,Like_New,56477.64,Model Y,Expensive
1300,Tesla,2008,3.2,Electric,Manual,295863,Used,25877.13,Model X,Affordable
1301,Tesla,2000,1.8,Electric,Automatic,45704,New,66759.55,Model X,Expensive
1302,Toyota,2007,1.9,Diesel,Manual,292157,Used,90913.66,RAV4,Luxury
1303,Toyota,2022,2.0,Petrol,Manual,226884,Used,13121.42,Corolla,Affordable
1304,Toyota,2005,2.9,Petrol,Manual,167848,Like_New,25578.52,Camry,Affordable
1305,Toyota,2005,1.3,Diesel,Manual,272204,Used,85220.19,Corolla,Luxury
1306,Tesla,2021,3.0,Electric,Manual,219182,Used,64997.58,Model 3,Expensive
1307,Tesla,2017,3.6,Electric,Automatic,78563,New,12477.35,Model S,Affordable
1308,Honda,2016,3.4,Hybrid,Manual,135102,Like_New,51203.26,CR-V,Mid-range
1309,Mercedes,2011,2.9,Hybrid,Automatic,89779,New,24927.06,GLC,Affordable
1310,Audi,2005,5.2,Electric,Manual,164361,Like_New,23914.16,Q7,Affordable
1311,Ford,2007,1.7,Diesel,Manual,99704,Like_New,94361.31,Fiesta,Luxury
1312,Tesla,2018,3.5,Electric,Automatic,261757,Used,77346.45,Model 3,Luxury
1313,Ford,2009,1.3,Hybrid,Automatic,110234,Like_New,71141.91,Explorer,Expensive
1314,Mercedes,2000,1.4,Electric,Manual,36491,New,27698.24,E-Class,Affordable
1315,Mercedes,2012,3.9,Diesel,Manual,226621,Used,16264.48,GLA,Affordable
1316,Ford,2016,3.8,Petrol,Automatic,20448,New,87729.1,Focus,Luxury
1317,Tesla,2002,5.4,Electric,Automatic,49294,New,5558.56,Model Y,Affordable
1318,Ford,2007,3.8,Diesel,Automatic,283590,Used,41869.16,Fiesta,Mid-range
1319,Honda,2013,5.8,Hybrid,Automatic,216461,Used,31373.19,Civic,Mid-range
1320,BMW,2002,1.2,Diesel,Manual,85615,New,59185.74,X5,Expensive
1321,Tesla,2015,1.5,Electric,Manual,17101,New,28798.3,Model 3,Affordable
1322,Tesla,2012,1.2,Electric,Manual,290160,Used,34564.51,Model 3,Mid-range
1323,Audi,2019,1.9,Hybrid,Manual,150004,Like_New,85753.79,A3,Luxury
1324,Toyota,2023,3.7,Petrol,Manual,90481,New,62302.94,Camry,Expensive
1325,BMW,2016,4.2,Electric,Automatic,52802,New,18839.84,3 Series,Affordable
1326,Mercedes,2012,1.2,Diesel,Automatic,269693,Used,74014.8,GLA,Expensive
1327,Tesla,2005,5.7,Electric,Automatic,210005,Used,24708.62,Model Y,Affordable
1328,Ford,2016,5.2,Petrol,Manual,156434,Like_New,46135.47,Mustang,Mid-range
1329,BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3,Expensive
1330,Audi,2016,1.4,Hybrid,Manual,46539,New,30833.31,Q7,Mid-range
1331,Mercedes,2007,1.8,Electric,Manual,33717,New,41490.15,GLA,Mid-range
1332,Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4,Expensive
1333,Toyota,2019,1.6,Diesel,Automatic,186272,Like_New,94101.54,Corolla,Luxury
1334,Audi,2000,3.6,Diesel,Manual,115042,Like_New,55278.28,Q5,Expensive
1335,Audi,2006,2.2,Hybrid,Manual,127922,Like_New,5947.24,A4,Affordable
1336,Ford,2020,2.8,Electric,Automatic,92447,New,37154.06,Focus,Mid-range
1337,Tesla,2020,5.9,Electric,Manual,158693,Like_New,42870.26,Model X,Mid-range
1338,Toyota,2016,4.4,Hybrid,Automatic,12823,New,37221.49,RAV4,Mid-range
1339,Mercedes,2009,5.7,Electric,Manual,29986,New,46445.54,E-Class,Mid-range
1340,BMW,2010,1.7,Hybrid,Automatic,121682,Like_New,65103.29,5 Series,Expensive
1341,Mercedes,2021,2.9,Electric,Manual,64325,New,16507.16,E-Class,Affordable
1342,Honda,2008,3.8,Electric,Manual,250476,Used,30899.9,Fit,Mid-range
1343,Honda,2008,1.4,Electric,Automatic,57771,New,53226.57,Civic,Mid-range
1344,Audi,2023,1.0,Electric,Manual,54973,New,34979.46,A3,Mid-range
1345,Ford,2004,4.4,Petrol,Automatic,145762,Like_New,99153.11,Fiesta,Luxury
1346,Honda,2016,4.2,Electric,Manual,57888,New,45985.99,CR-V,Mid-range
1347,Toyota,2008,3.1,Diesel,Automatic,10956,New,87630.92,Camry,Luxury
1348,Mercedes,2016,3.4,Diesel,Manual,86839,New,90168.43,E-Class,Luxury
1349,Mercedes,2023,3.1,Diesel,Manual,167605,Like_New,84420.66,GLA,Luxury
1350,Audi,2020,1.1,Electric,Manual,101131,Like_New,9455.33,Q7,Affordable
1351,Tesla,2018,2.7,Electric,Automatic,187973,Like_New,95035.94,Model Y,Luxury
1352,Tesla,2006,1.9,Electric,Automatic,11519,New,17230.54,Model Y,Affordable
1353,BMW,2022,1.5,Hybrid,Automatic,162187,Like_New,8268.34,X5,Affordable
1354,Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7,Mid-range
1355,BMW,2006,4.0,Diesel,Automatic,113922,Like_New,23490.23,X5,Affordable
1356,Tesla,2012,4.6,Electric,Manual,105474,Like_New,22498.67,Model S,Affordable
1357,Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7,Mid-range
1358,Audi,2013,3.0,Petrol,Manual,73366,New,28598.53,Q7,Affordable
1359,Audi,2018,2.2,Diesel,Manual,37570,New,70055.56,Q7,Expensive
1360,Tesla,2010,1.5,Electric,Manual,137687,Like_New,22743.84,Model S,Affordable
1361,BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series,Expensive
1362,BMW,2013,5.0,Diesel,Manual,103187,Like_New,98710.52,X5,Luxury
1363,Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5,Mid-range
1364,Honda,2000,3.7,Petrol,Manual,86879,New,65977.95,Fit,Expensive
1365,Ford,2007,3.4,Electric,Automatic,15739,New,97090.31,Focus,Luxury
1366,Tesla,2011,5.6,Electric,Automatic,66202,New,18075.7,Model Y,Affordable
1367,Ford,2018,1.4,Electric,Automatic,98580,New,44767.67,Mustang,Mid-range
1368,Ford,2011,2.4,Electric,Manual,224491,Used,85768.28,Mustang,Luxury
1369,BMW,2007,2.7,Hybrid,Manual,79599,New,93569.04,X5,Luxury
1370,BMW,2007,4.9,Electric,Manual,164721,Like_New,62117.43,X5,Expensive
1371,Honda,2020,6.0,Hybrid,Manual,231436,Used,18624.96,Accord,Affordable
1372,Ford,2012,2.2,Diesel,Automatic,116770,Like_New,90639.8,Focus,Luxury
1373,Ford,2011,5.4,Electric,Automatic,179693,Like_New,21572.42,Fiesta,Affordable
1374,Audi,2015,5.2,Hybrid,Automatic,261051,Used,38523.4,A3,Mid-range
1375,BMW,2000,2.1,Electric,Automatic,114300,Like_New,40673.26,5 Series,Mid-range
1376,Ford,2012,3.0,Electric,Manual,191012,Like_New,47492.7,Mustang,Mid-range
1377,Mercedes,2006,3.0,Electric,Automatic,171796,Like_New,80065.75,GLC,Luxury
1378,Honda,2004,5.9,Hybrid,Manual,162776,Like_New,81203.72,Fit,Luxury
1379,Mercedes,2007,1.9,Petrol,Automatic,241942,Used,73367.23,GLA,Expensive
1380,Mercedes,2013,5.0,Electric,Automatic,2526,New,7102.22,GLA,Affordable
1381,Tesla,2022,2.7,Electric,Automatic,268718,Used,58660.28,Model 3,Expensive
1382,Tesla,2012,4.7,Electric,Manual,270877,Used,76011.83,Model Y,Luxury
1383,Honda,2014,3.1,Petrol,Manual,36051,New,47239.4,CR-V,Mid-range
1384,Mercedes,2022,3.9,Hybrid,Automatic,15909,New,94768.92,GLA,Luxury
1385,Ford,2016,5.2,Diesel,Automatic,77338,New,83262.0,Focus,Luxury
1386,BMW,2014,5.0,Electric,Automatic,290277,Used,65624.73,3 Series,Expensive
1387,Honda,2019,5.3,Diesel,Manual,182643,Like_New,10930.39,CR-V,Affordable
1388,Audi,2017,1.3,Diesel,Manual,79062,New,66972.89,Q5,Expensive
1389,Mercedes,2017,4.5,Electric,Manual,181980,Like_New,91600.06,C-Class,Luxury
1390,Honda,2001,1.7,Petrol,Automatic,51458,New,41047.31,Civic,Mid-range
1391,Toyota,2003,3.1,Petrol,Manual,222159,Used,84622.59,Prius,Luxury
1392,Toyota,2000,3.7,Diesel,Automatic,287442,Used,34750.31,Corolla,Mid-range
1393,Tesla,2003,3.0,Electric,Manual,231946,Used,59159.81,Model X,Expensive
1394,BMW,2017,3.6,Hybrid,Automatic,153263,Like_New,66600.32,X3,Expensive
1395,Ford,2004,6.0,Diesel,Automatic,164164,Like_New,69409.53,Focus,Expensive
1396,BMW,2018,1.7,Hybrid,Manual,89407,New,88842.18,3 Series,Luxury
1397,BMW,2014,4.4,Diesel,Automatic,206329,Used,27289.12,X3,Affordable
1398,BMW,2007,3.0,Diesel,Automatic,62513,New,29925.11,X5,Mid-range
1399,BMW,2019,1.7,Electric,Automatic,145476,Like_New,71883.89,5 Series,Expensive
1400,Audi,2016,1.8,Electric,Manual,35198,New,21833.41,Q7,Affordable
1401,Audi,2000,5.7,Hybrid,Automatic,225295,Used,49105.69,Q5,Mid-range
1402,Tesla,2011,5.4,Electric,Manual,264323,Used,6903.27,Model Y,Affordable
1403,Honda,2018,5.5,Petrol,Manual,2019,New,18393.04,Civic,Affordable
1404,Toyota,2014,6.0,Electric,Automatic,81455,New,69490.41,Corolla,Expensive
1405,BMW,2008,2.0,Diesel,Manual,216311,Used,76008.85,3 Series,Luxury
1406,Tesla,2006,2.8,Electric,Automatic,149776,Like_New,15955.31,Model S,Affordable
1407,Honda,2001,4.3,Petrol,Manual,149102,Like_New,26632.41,Accord,Affordable
1408,Toyota,2008,3.4,Electric,Automatic,3420,New,14395.92,Corolla,Affordable
1409,Mercedes,2009,3.1,Diesel,Manual,178725,Like_New,46174.22,C-Class,Mid-range
1410,Ford,2001,2.8,Petrol,Automatic,16740,New,16981.03,Mustang,Affordable
1411,Audi,2018,4.0,Petrol,Automatic,105789,Like_New,46543.12,Q7,Mid-range
1412,Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class,Expensive
1413,Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla,Expensive
1414,Mercedes,2009,3.4,Hybrid,Manual,10652,New,31643.75,E-Class,Mid-range
1415,Ford,2013,3.8,Electric,Manual,218115,Used,69007.44,Fiesta,Expensive
1416,Tesla,2017,3.9,Electric,Automatic,245289,Used,93132.65,Model Y,Luxury
1417,Toyota,2018,2.1,Petrol,Manual,89342,New,38014.82,Corolla,Mid-range
1418,Mercedes,2021,4.7,Diesel,Automatic,281315,Used,36266.32,C-Class,Mid-range
1419,Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3,Expensive
1420,Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4,Affordable
1421,Honda,2002,4.9,Electric,Manual,186764,Like_New,66900.0,Accord,Expensive
1422,Mercedes,2019,3.8,Diesel,Automatic,58541,New,84064.87,C-Class,Luxury
1423,BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3,Mid-range
1424,Mercedes,2020,4.5,Electric,Automatic,192416,Like_New,69553.2,E-Class,Expensive
1425,Tesla,2001,3.8,Electric,Manual,44308,New,66929.12,Model 3,Expensive
1426,Toyota,2005,5.0,Petrol,Manual,135669,Like_New,8673.23,Camry,Affordable
1427,Toyota,2002,4.7,Electric,Manual,102840,Like_New,22424.55,Corolla,Affordable
1428,Tesla,2015,4.1,Electric,Manual,161860,Like_New,89885.35,Model S,Luxury
1429,Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC,Luxury
1430,Tesla,2001,1.7,Electric,Automatic,108261,Like_New,79141.77,Model Y,Luxury
1431,Ford,2016,2.3,Electric,Manual,102466,Like_New,92518.57,Focus,Luxury
1432,Tesla,2008,3.1,Electric,Manual,295215,Used,34084.12,Model S,Mid-range
1433,Audi,2011,4.0,Petrol,Automatic,70560,New,28532.54,A4,Affordable
1434,Tesla,2002,3.6,Electric,Automatic,255392,Used,41508.52,Model Y,Mid-range
1435,Toyota,2010,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius,Affordable
1436,Audi,2000,1.0,Hybrid,Manual,166471,Like_New,81937.8,A3,Luxury
1437,Toyota,2022,3.5,Petrol,Manual,244413,Used,98496.67,RAV4,Luxury
1438,Honda,2012,2.4,Petrol,Automatic,188511,Like_New,83282.78,Accord,Luxury
1439,BMW,2014,4.7,Diesel,Automatic,2369,New,57722.66,X5,Expensive
1440,Toyota,2004,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius,Mid-range
1441,Audi,2020,3.9,Petrol,Automatic,262672,Used,23781.3,Q5,Affordable
1442,Honda,2016,5.7,Diesel,Manual,108806,Like_New,39585.97,CR-V,Mid-range
1443,Toyota,2022,1.9,Diesel,Manual,161386,Like_New,68362.11,Camry,Expensive
1444,Ford,2023,3.4,Petrol,Manual,102979,Like_New,47470.85,Explorer,Mid-range
1445,Tesla,2005,1.5,Electric,Manual,281892,Used,93735.68,Model Y,Luxury
1446,BMW,2020,4.1,Electric,Manual,35109,New,86150.93,3 Series,Luxury
1447,Toyota,2021,3.8,Electric,Automatic,13919,New,14728.06,Camry,Affordable
1448,Honda,2010,3.0,Diesel,Manual,211864,Used,17494.9,Fit,Affordable
1449,Ford,2017,3.6,Electric,Automatic,70441,New,69242.72,Focus,Expensive
1450,Mercedes,2003,5.5,Electric,Automatic,66896,New,26923.0,E-Class,Affordable
1451,Honda,2002,2.0,Petrol,Automatic,103431,Like_New,80147.84,Accord,Luxury
1452,Tesla,2012,1.1,Electric,Manual,47020,New,61179.02,Model Y,Expensive
1453,Honda,2022,5.3,Hybrid,Automatic,205338,Used,26833.9,CR-V,Affordable
1454,Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus,Mid-range
1455,Honda,2020,5.5,Petrol,Automatic,27738,New,43577.25,CR-V,Mid-range
1456,Ford,2005,4.0,Electric,Manual,134997,Like_New,87950.14,Fiesta,Luxury
1457,Toyota,2011,5.1,Hybrid,Automatic,57153,New,8055.44,Corolla,Affordable
1458,Ford,2001,3.1,Diesel,Manual,214020,Used,90105.17,Fiesta,Luxury
1459,Ford,2002,4.7,Electric,Automatic,61009,New,66947.85,Mustang,Expensive
1460,BMW,2002,5.6,Diesel,Automatic,172624,Like_New,75066.13,5 Series,Expensive
1461,Ford,2011,3.9,Hybrid,Automatic,271941,Used,5247.71,Mustang,Affordable
1462,Ford,2014,1.9,Diesel,Automatic,71942,New,64682.75,Focus,Expensive
1463,Mercedes,2008,2.3,Diesel,Manual,118065,Like_New,60906.19,E-Class,Expensive
1464,Toyota,2022,2.0,Diesel,Manual,276109,Used,56034.53,Prius,Expensive
1465,Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S,Luxury
1466,BMW,2010,2.5,Hybrid,Automatic,157998,Like_New,57807.75,X5,Expensive
1467,Mercedes,2015,3.8,Hybrid,Automatic,159855,Like_New,86424.23,C-Class,Luxury
1468,Audi,2021,3.9,Electric,Automatic,83360,New,27099.99,Q7,Affordable
1469,Toyota,2003,3.1,Electric,Automatic,167466,Like_New,81568.35,Prius,Luxury
1470,Toyota,2000,4.1,Electric,Automatic,195868,Like_New,22034.71,Camry,Affordable
1471,Audi,2023,1.4,Petrol,Automatic,290431,Used,82246.19,A4,Luxury
1472,Tesla,2006,1.4,Electric,Manual,82104,New,94344.03,Model 3,Luxury
1473,Ford,2001,1.9,Diesel,Manual,161508,Like_New,36890.94,Explorer,Mid-range
1474,Mercedes,2023,3.6,Hybrid,Manual,221404,Used,55339.2,GLC,Expensive
1475,Honda,2004,2.1,Diesel,Manual,265332,Used,67541.26,Fit,Expensive
1476,BMW,2006,2.4,Petrol,Manual,91205,New,12549.81,5 Series,Affordable
1477,Honda,2003,3.0,Electric,Manual,232321,Used,51937.67,Civic,Mid-range
1478,Audi,2004,5.1,Hybrid,Manual,137837,Like_New,39255.57,A3,Mid-range
1479,Toyota,2023,1.1,Hybrid,Manual,219779,Used,87883.28,RAV4,Luxury
1480,Tesla,2000,4.2,Electric,Automatic,141879,Like_New,88284.55,Model S,Luxury
1481,Toyota,2000,4.3,Hybrid,Automatic,10204,New,71574.06,Prius,Expensive
1482,BMW,2014,5.0,Electric,Automatic,223674,Used,67293.83,X5,Expensive
1483,Toyota,2019,5.7,Hybrid,Automatic,189016,Like_New,74700.4,Corolla,Expensive
1484,Toyota,2018,1.1,Electric,Automatic,102903,Like_New,39768.76,Prius,Mid-range
1485,BMW,2009,1.8,Petrol,Automatic,299225,Used,43429.33,X3,Mid-range
1486,Mercedes,2017,5.4,Petrol,Automatic,256687,Used,57601.95,E-Class,Expensive
1487,Mercedes,2002,3.3,Electric,Manual,34986,New,94112.67,C-Class,Luxury
1488,BMW,2010,3.8,Diesel,Manual,50304,New,73779.99,3 Series,Expensive
1489,Tesla,2014,4.3,Electric,Automatic,39986,New,57343.98,Model S,Expensive
1490,Audi,2010,4.4,Diesel,Manual,91594,New,78189.24,A3,Luxury
1491,Toyota,2016,5.7,Hybrid,Manual,66151,New,40234.58,Camry,Mid-range
1492,Tesla,2016,6.0,Electric,Manual,290358,Used,74394.34,Model S,Expensive
1493,Toyota,2005,4.6,Petrol,Manual,173620,Like_New,44014.24,Prius,Mid-range
1494,Audi,2004,2.4,Petrol,Manual,141753,Like_New,31567.83,Q7,Mid-range
1495,Mercedes,2007,5.4,Hybrid,Automatic,138056,Like_New,62923.78,C-Class,Expensive
1496,Tesla,2001,1.2,Electric,Manual,158651,Like_New,70253.37,Model X,Expensive
1497,Ford,2015,2.2,Petrol,Automatic,234347,Used,48632.89,Focus,Mid-range
1498,Ford,2019,5.5,Petrol,Automatic,186005,Like_New,58722.57,Fiesta,Expensive
1499,Ford,2023,2.3,Petrol,Automatic,162553,Like_New,70936.28,Fiesta,Expensive
1500,Mercedes,2011,2.1,Diesel,Manual,944,New,77932.45,C-Class,Luxury
1501,Mercedes,2005,1.7,Petrol,Automatic,93993,New,90079.29,GLC,Luxury
1502,Audi,2000,5.3,Petrol,Automatic,271258,Used,38681.7,A3,Mid-range
1503,Toyota,2003,3.5,Diesel,Automatic,214738,Used,95390.34,Camry,Luxury
1504,Audi,2016,4.4,Diesel,Automatic,208920,Used,65541.58,A4,Expensive
1505,Audi,2012,2.2,Hybrid,Manual,256805,Used,79831.68,A3,Luxury
1506,Mercedes,2017,4.8,Electric,Automatic,294740,Used,71478.06,GLC,Expensive
1507,Ford,2004,4.8,Petrol,Automatic,104087,Like_New,24529.31,Focus,Affordable
1508,Honda,2023,2.6,Petrol,Automatic,269051,Used,11786.65,Fit,Affordable
1509,Toyota,2023,3.1,Petrol,Automatic,255035,Used,73997.21,Corolla,Expensive
1510,Mercedes,2002,2.0,Hybrid,Manual,159186,Like_New,53550.0,C-Class,Expensive
1511,Ford,2010,5.9,Petrol,Automatic,287153,Used,71710.27,Explorer,Expensive
1512,Tesla,2012,4.2,Electric,Automatic,166797,Like_New,50300.07,Model S,Mid-range
1513,Honda,2003,5.7,Diesel,Automatic,281140,Used,34662.28,Civic,Mid-range
1514,Honda,2013,2.5,Hybrid,Automatic,290911,Used,32076.7,Accord,Mid-range
1515,Mercedes,2021,4.9,Diesel,Automatic,278491,Used,74400.55,GLC,Expensive
1516,BMW,2010,4.8,Petrol,Automatic,102063,Like_New,31294.11,X3,Mid-range
1517,Toyota,2009,4.5,Petrol,Manual,24102,New,72894.3,Prius,Expensive
1518,Honda,2018,5.8,Petrol,Automatic,4263,New,41476.21,Civic,Mid-range
1519,Mercedes,2017,3.0,Electric,Manual,67438,New,78235.35,GLC,Luxury
1520,Mercedes,2005,1.7,Electric,Manual,96359,New,18566.94,GLA,Affordable
1521,Ford,2014,4.4,Hybrid,Automatic,130251,Like_New,24473.09,Mustang,Affordable
1522,Tesla,2020,4.6,Electric,Manual,171915,Like_New,70161.6,Model S,Expensive
1523,BMW,2009,3.9,Petrol,Automatic,27690,New,58221.96,X3,Expensive
1524,Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla,Affordable
1525,Audi,2004,3.5,Petrol,Automatic,103533,Like_New,90768.57,Q5,Luxury
1526,Tesla,2009,2.6,Electric,Manual,67546,New,31214.69,Model 3,Mid-range
1527,Tesla,2004,3.1,Electric,Manual,26467,New,45001.78,Model X,Mid-range
1528,Ford,2002,4.2,Diesel,Automatic,246590,Used,24217.35,Explorer,Affordable
1529,Honda,2022,4.7,Diesel,Manual,131120,Like_New,41862.62,Fit,Mid-range
1530,Honda,2005,2.2,Hybrid,Manual,168050,Like_New,51706.44,Fit,Mid-range
1531,Ford,2003,3.0,Electric,Manual,73414,New,33048.47,Mustang,Mid-range
1532,Mercedes,2017,2.3,Petrol,Manual,180294,Like_New,78063.9,GLC,Luxury
1533,Honda,2008,2.0,Diesel,Manual,48115,New,42423.63,Fit,Mid-range
1534,BMW,2016,4.9,Diesel,Automatic,40647,New,74303.45,3 Series,Expensive
1535,Toyota,2012,5.5,Electric,Manual,54607,New,24671.86,Corolla,Affordable
1536,Tesla,2014,2.9,Electric,Manual,21996,New,40818.37,Model X,Mid-range
1537,Tesla,2019,4.8,Electric,Automatic,83697,New,5765.54,Model S,Affordable
1538,BMW,2016,5.5,Petrol,Automatic,67764,New,77070.57,5 Series,Luxury
1539,Honda,2012,5.2,Hybrid,Automatic,239190,Used,64459.23,CR-V,Expensive
1540,Tesla,2015,1.9,Electric,Manual,8888,New,82693.22,Model Y,Luxury
1541,Audi,2021,5.8,Hybrid,Manual,219738,Used,48283.02,A3,Mid-range
1542,Toyota,2003,2.9,Petrol,Manual,221432,Used,80975.36,Prius,Luxury
1543,Toyota,2004,2.7,Diesel,Manual,279477,Used,66520.34,Prius,Expensive
1544,Tesla,2004,1.3,Electric,Automatic,36355,New,5343.23,Model Y,Affordable
1545,Ford,2008,3.4,Hybrid,Automatic,230487,Used,29100.96,Explorer,Mid-range
1546,Tesla,2016,1.5,Electric,Manual,129686,Like_New,51919.68,Model Y,Mid-range
1547,Ford,2012,2.2,Petrol,Manual,162217,Like_New,63775.3,Fiesta,Expensive
1548,Tesla,2001,2.6,Electric,Manual,249602,Used,11231.13,Model 3,Affordable
1549,Audi,2012,5.0,Electric,Manual,249434,Used,71982.59,Q7,Expensive
1550,Mercedes,2021,5.4,Diesel,Automatic,180926,Like_New,56635.93,GLC,Expensive
1551,Toyota,2020,2.5,Electric,Automatic,67664,New,54949.03,Prius,Expensive
1552,Tesla,2022,5.3,Electric,Manual,86153,New,32744.33,Model Y,Mid-range
1553,Audi,2018,5.3,Hybrid,Automatic,93616,New,61508.19,A4,Expensive
1554,Ford,2002,4.8,Hybrid,Manual,297429,Used,7611.82,Fiesta,Affordable
1555,Ford,2009,1.7,Hybrid,Manual,256349,Used,11146.53,Fiesta,Affordable
1556,Toyota,2001,4.5,Electric,Automatic,46996,New,74717.66,Corolla,Expensive
1557,BMW,2012,5.7,Diesel,Manual,128344,Like_New,35579.68,5 Series,Mid-range
1558,Tesla,2018,4.4,Electric,Automatic,229685,Used,37961.87,Model X,Mid-range
1559,Honda,2016,2.7,Electric,Manual,128019,Like_New,24796.59,CR-V,Affordable
1560,Ford,2020,3.5,Hybrid,Automatic,135024,Like_New,47333.97,Fiesta,Mid-range
1561,Mercedes,2013,4.2,Petrol,Manual,183273,Like_New,9939.38,E-Class,Affordable
1562,Mercedes,2011,3.6,Diesel,Automatic,120454,Like_New,33534.51,GLC,Mid-range
1563,Ford,2020,1.6,Petrol,Manual,124444,Like_New,55076.77,Fiesta,Expensive
1564,BMW,2011,2.6,Hybrid,Manual,153868,Like_New,49235.03,3 Series,Mid-range
